8011.74303656,7225.2332374,5719.73223372,9495.36601485,8770.97852699,3744.08051387,1185.57214925
4135.63331913,4270.5312723,4566.63673349,679.02474164,8974.40201842,2839.95083889,5324.35124759
1043.69395282,6756.81382064,2929.43047528,7964.9998813,5502.02435515,9305.3729537,8908.85605824
7904.47704802,134.880428191,6741.82132107,8970.60193038,6055.38276043,6556.89678436,1851.22997929
6756.24252585,3632.50487088,3883.39340883,7264.35138995,1726.10589659,1836.31055238,7123.39416115
7493.63684499,2380.43151042,9774.50137674,3649.29820306,6301.3419351,5082.45242051,5680.7816662
962.537689025,9229.16642286,2967.83355684,2157.55714847,1114.13760547,7907.77237778,495.411126077
9521.96187073,9562.58178006,6713.06589563,5197.2244469,1042.26295107,1994.20208123,7070.62861421
6576.38192943,3965.95161464,5001.4931877,8808.75419474,5924.39813766,5718.04580566,4702.40141579
5223.43673084,5199.83132263,5931.52267441,790.018308848,1846.41280968,951.95569601,3651.97228241
1877.34017357,3394.99359792,7118.58870046,7705.30759611,7633.66678401,3110.65185334,3291.99956308
8689.357681,4119.54117853,3065.0574331,425.485036638,3960.14767363,1194.23676032,1650.46633663
5153.64768535,5587.95526757,4969.87466546,104.170576358,2245.34014889,8472.11320746,3474.71934204
4111.2555084,1669.47598159,6558.76775515,6987.12978666,2245.56723435,6627.67171536,2159.59763645
1346.55765524,7078.03073792,7902.60524982,6618.10771873,377.435331553,1797.48197332,6112.08239879
556.81596424,8487.45032549,2736.42558011,1605.49489701,6892.55795604,2290.68403801,8753.97852407
1127.58144933,3844.92142936,2786.55106578,5846.41976404,5053.67286257,3470.67273103,4293.9817749
7975.88792562,2785.96130834,2209.31905823,9426.06474414,6416.16060545,9991.84489091,4639.14861259
543.28047819,6505.4347354,4889.07711932,9878.97663278,2212.5044362,1843.31264849,5925.04260823
4622.87491091,9923.62288216,4006.57718233,5584.81802888,6751.49208966,8235.67133476,5038.86596472
4755.58977853,31.3739300915,7823.24570295,8984.9178563,9635.36263163,1650.2725327,7139.0381043
9125.21927899,7926.07070677,3760.47157931,945.261476814,6432.94333953,3887.19128874,6700.01793625
9641.09712691,1115.9753163,4232.29925032,8681.4234244,7843.6403974,6031.34237048,7857.02858445
9362.99575633,2506.08639285,9826.88774291,3070.2490371,7522.77289789,7690.97524702,290.511751332
3856.80941476,2553.49767474,3265.03817481,7063.64135937,9598.49699025,8667.2874488,9934.68473646
9270.00791184,2169.91455654,604.086460645,7091.56822875,9149.23114392,9306.15906352,4316.98486245
6981.91874343,709.975831786,5673.87610281,743.842356063,9571.04388245,2767.73327852,1894.27842093
8401.16375989,7563.06049195,9329.37166632,7361.57764694,3513.6427775,6095.04025897,7400.30805967
986.153160758,6066.98184288,1306.85987036,7081.47484745,5390.02329636,5343.91732667,658.096514981
730.537775583,1835.49787806,7380.27757494,290.629112841,5142.53853091,1827.69230245,468.390003089
4750.08837936,224.832890934,9302.09135022,8228.66508588,6813.89583405,5245.12955387,9753.78288986
4865.86549897,8520.33507507,2863.11026662,2870.20280983,824.532522368,95.4017446633,9540.91266753
8110.6186458,9523.19069617,8250.2489844,8774.78106952,877.020676278,9116.57507748,3256.00491967
8691.75035356,4532.91904806,7773.92036246,1544.99819872,5449.76930394,9016.52326109,1765.4110796
833.191312659,1407.14039523,1166.80446268,3724.36209663,8102.85253687,2676.79993599,6442.8242598
4142.65372988,3956.38258027,8231.44951528,1053.20350985,7791.53654091,854.248283292,8726.46301478
151.018839422,9061.1311295,4903.01081562,2669.55040292,9557.017793,3759.24104426,3282.07804148
7493.71733475,6280.4315407,4786.35297633,189.283478002,2680.48591294,3668.28687092,9588.74576568
1627.61073125,5159.49366453,3518.81986733,8329.66812239,9954.69291684,2385.56317373,7445.26543759
2265.23381768,2156.26437637,2080.84033011,3373.07479648,3689.99991176,9776.0964071,8734.90378306
6125.26304786,7872.29785679,8528.09054672,8045.24908844,5151.42963564,2968.87851913,7086.94250258
1998.57338083,3026.69331513,587.880985638,5640.54536632,2052.78472426,8467.73674548,8933.76434657
2929.91142236,5380.27077831,2595.28645996,8815.98501079,9756.75684746,3596.36246474,2057.07253824
4063.79184689,6512.46681448,2383.02580935,5241.16874264,6922.40255723,6663.57363475,2606.77576435
4420.39249421,3611.45422973,1151.25960433,3278.14100188,7234.28158959,8881.68968829,9673.02904339
418.007890922,308.703369452,467.644842158,451.760464428,1641.05208233,7859.94312114,186.174135887
5841.38808113,2417.2692819,1610.98599697,5886.24042213,7974.43707045,9494.55523758,6447.3670385
3445.13210259,9982.94823879,5054.21690855,9545.43374131,1930.03780112,4232.5458349,7854.80877637
423.30851011,1010.71868178,4771.67048948,9220.48540362,7520.1742985,5939.13299808,2207.38973147
4328.40911376,9821.21792354,8162.67107518,5214.83837715,2973.90937991,8720.73360871,2079.26848879
6406.2678919,6719.64998167,7085.52310143,4622.73926403,4577.5236551,1124.16582562,1632.86925979
6727.59500294,7194.2831236,4950.9964102,204.575248921,2925.12122826,4132.59902312,7685.94043237
6444.97374923,7081.29348694,1430.30383389,9086.59200533,6119.9234506,9177.8120542,9220.30198991
6268.99170213,1193.66253067,2135.87120605,2800.50317535,5219.84710988,2289.59747098,5140.41726994
4080.45509284,5834.71073325,5495.97572112,2805.85777593,8755.67506846,8696.54976026,7992.50922651
1642.64122354,1991.87394234,246.261631461,410.179111033,4515.62649012,4306.92720718,6846.10257343
7441.40573282,168.765018595,7470.24667428,3081.5338899,8234.34126609,3528.49654654,6301.43452074
4502.91812264,5654.97050191,8054.14150529,7149.5669922,9346.81609787,1135.80065275,5030.70244152
3227.19750528,6933.20042547,3919.54732959,5501.92694374,2790.65862511,9454.52128444,894.251889597
4944.32454252,6177.11083129,4153.61018567,3381.64397802,5031.36493323,6924.29844567,9499.97832554
1822.69240455,8729.62113043,8747.15976258,3703.66661527,6062.2656091,9774.5685069,974.370455148
632.367912311,7553.0455433,7054.67095261,6348.47194177,5331.06995188,3827.83475192,9668.07189518
5748.53717759,8335.09929714,3885.6308439,712.644017775,1324.56854351,1173.41295517,3349.52248794
3269.20672091,6981.24034702,8216.76780006,9344.64682916,7454.08884307,9353.08830259,3614.33631086
8086.71618698,2324.0485822,2518.48293537,7834.11248118,1116.91041577,3917.00526211,1629.42284345
8907.38025946,3.8952294775,8852.09626517,2688.66328128,7566.89563168,2675.06502056,2675.45754479
6446.28255314,420.744635793,2324.54864179,577.627430243,3365.90853195,7398.25253179,4206.91272082
1018.56501492,3569.62017889,1112.12670008,5849.91759891,2291.35661826,5133.40940858,6679.19733946
698.839374301,3283.13776036,7208.21246428,9200.09138588,5801.32511003,3736.45459389,6657.17237371
7944.82346334,5598.90302181,8836.36399703,8567.10912472,295.003065211,5589.6390369,8360.20512202
8454.6620489,4111.76070853,4195.04675298,2796.19975163,8012.50753997,1376.47728605,1865.51348638
987.815864104,1566.99600383,6418.69189689,8555.8761993,4363.38983264,9941.10044091,9229.98863204
2738.45442313,9416.78540279,7350.38082675,1978.24808551,463.293533856,3415.07859924,2513.06631222
7690.38708029,6306.6340592,8968.05718466,9010.22933212,7122.63142444,9671.70928056,9942.49951677
945.432140028,7909.34671619,8562.64803147,5619.12135104,9077.61172976,3189.89171134,8806.23757771
9815.91563069,5955.98258711,5610.07324685,235.302942609,8476.74373794,9292.27316407,6716.09126672
7305.25427666,3010.30511695,7133.07020944,6781.43252842,2257.77264623,7587.22356894,248.510192412
6138.26106606,4947.80376989,5855.69060548,8074.46534822,8067.47540058,9602.82977104,94.0414136562
9698.93205335,8222.59973638,8485.27904244,6030.61649333,3692.06164338,9660.66547593,5743.63195711
1164.28996029,5193.98316845,1180.84831329,693.839019091,4127.27359297,550.523617473,3433.81334036
4498.81924191,8214.59766362,5868.77493821,8594.31780457,6191.4732151,2.64931296201,691.134572524
280.469409501,5015.84713699,484.459998797,2040.30026729,346.207030763,8435.33741349,4244.40756751
7958.5169111,1778.10582788,6553.97487199,1180.03142104,5757.12933713,6316.87647197,2900.65511075
69.4021887422,9870.36539704,1945.41571443,4752.97743838,8366.04985887,9177.83117679,1331.45936361
1042.82121115,2036.54900696,2867.00923542,2141.86158441,1859.91199082,5319.12703521,798.852305312
2892.74531104,6356.12839178,6667.66200743,5991.19784531,6795.67744341,6113.98477973,4196.3611831
8667.72749973,3509.3854014,9361.42455346,6147.0731919,7131.4918063,5408.02713945,1541.60227828
1460.78151294,6570.36802068,4744.0723332,4285.78957082,4616.28973149,2487.67187836,382.396020991
9606.10331575,2251.08172874,4939.83168732,8810.75059487,7355.49439134,2290.39491963,7101.4093259
3896.48684649,8425.42846851,3313.9556916,301.356553133,4913.94184558,4519.52069301,1953.1955143
9780.04528012,7945.44173894,2040.36533428,3792.70301579,6077.3247748,939.297183899,9764.95571878
5716.07074248,8432.25532346,1249.21418132,7243.82262929,6541.86934226,6662.26433651,5273.64455322
4024.58588723,9773.27460941,661.032948416,7062.78085698,2439.79741104,8815.18708395,2872.66286025
9297.15387609,1930.35193615,6695.94433864,7662.47262279,9644.99322427,7520.35689822,2978.90810352
1188.59831856,4179.04661222,6095.0309885,9721.45101804,5125.83734676,5328.0592787,9379.48417919
7883.81283144,9926.28336743,1311.88450594,2057.79553646,7112.3797561,7083.57989686,7668.14689259
8993.23269045,4787.23108244,6780.0046487,3427.70517858,1077.2338098,1155.60677481,4430.46763039
882.784347307,3308.58563989,9270.36672358,982.642362195,5174.10102875,7295.52075321,1401.72602433
6893.57598148,5494.78399672,4573.09978765,1066.99599074,8020.61510892,4175.19118745,8972.79541565
3959.44434074,7885.80425524,3467.70429483,6876.08012342,2805.20547259,1874.21505303,4197.83832378
3550.88256157,9509.41180465,3907.87294284,3366.4559761,7660.92825144,8018.22792803,666.466952249
9339.13572104,5612.52993181,7525.56308884,8230.22474259,8367.7228975,4064.93994007,6079.08226849
4446.08816918,7621.65997839,416.40129375,1297.94378826,4552.71782816,1771.92048401,5970.09443654
1041.65789041,8888.38839774,1856.68273152,5026.16509999,70.7343947089,241.091274534,4428.70120371
2347.70602653,4633.83397975,5048.13943487,9440.14352799,8632.74751696,8125.8725775,9958.11968698
7953.13104162,1971.7874511,7451.19357139,4490.13480212,7709.06289757,6016.63332971,3250.01524774
4423.40228802,6301.35804822,5452.38788673,2398.46557644,4962.07465312,7867.33232948,605.599277299
3368.70296397,6807.63193355,9217.38330559,5288.12279791,911.472244744,6937.00937461,7159.95787986
7405.99056422,8114.5179907,8887.73546949,6602.68693772,1139.86371669,5514.42793478,7643.73176218
4634.91260031,9055.83648138,3986.9267798,8588.48980548,8050.34746483,8037.69622064,8628.66517242
7885.09558635,2828.17621295,3657.43748997,9160.55025026,7890.48839981,1898.45935372,6293.97859253
161.855953298,165.745268143,3566.84880403,8634.00537353,9713.48936718,1581.16090652,1465.69979702
