6066.56310712,2982.68595353,3422.81161058
4295.42680642,584.728740789,6181.55421783
8681.61857598,1006.44676211,3289.18274195
560.384270827,5539.29328257,9746.38983257
3185.89090148,1054.52535058,2104.83417677
4228.00931613,7324.75909099,7583.06833929
3612.12694772,8557.01964896,8373.73884995
5114.39905583,1102.38364948,1132.66775802
2747.95577919,3075.71594496,2568.8202022
2804.85598671,6395.5265604,5809.23364969
4270.60990442,5128.45031745,4291.15641471
5806.20280417,5838.03333514,294.027948921
8231.84305327,245.150565551,9445.75377239
4480.49630413,8638.51878952,5213.90837537
3942.33746828,6667.98462919,2773.02147325
451.315082659,2422.05601552,1993.45319673
3849.89325776,3361.81973289,3296.08239037
9943.91408232,7176.18666311,4671.00043866
1987.42605989,9453.29597917,3408.08399357
4763.82222971,8910.81010634,5756.60350706
5967.62885902,882.01076114,6474.25760202
6647.98752276,3181.32169911,3955.25122962
822.47279786,2531.48327558,1694.83074052
1162.26752435,9590.35016279,2534.28896902
6346.49528892,4049.20970277,8176.94623557
6464.46149999,8792.03604143,2107.70350736
6166.28144617,2706.28708821,2322.81272189
8143.94427869,3260.41808607,9799.8155977
7639.06361245,6262.51946776,2018.24510277
2707.15797905,1010.61929564,9139.36019453
1887.37021597,6786.00277847,1326.84694934
2804.13049321,5040.55628453,8354.42587851
6065.44362588,1607.51763408,1543.84812592
7218.24208714,1481.32941841,6220.06369095
9518.04774625,6632.74726415,745.521871131
8488.51811599,8577.58566868,6559.31090581
9189.20197351,7872.43530327,5972.83479552
3537.8334262,8317.0067807,7771.98910686
1878.34192152,1998.40191616,2249.75549782
5851.65113542,4280.16163907,2048.18832881
533.394504289,5711.06638551,4859.20866725
3951.74584122,2211.25065993,4262.60309448
6046.52760822,6365.69590845,4417.17223959
1312.64156041,6829.81594288,3760.80674784
3258.81619505,9044.39417765,6943.76739758
8691.33136845,1442.17875665,7310.89892653
7592.90948509,1370.13336434,6561.15191952
4163.23844493,7161.04562449,2861.9494927
9041.79103896,1647.50082475,4408.83427166
1508.98727969,5222.70231083,7310.00904834
8958.98442383,624.469005743,7528.99603185
5838.36048811,4409.97919268,9704.72803113
8593.57023864,580.744571337,9086.89637577
88.9757827975,844.909647239,6827.49864117
2562.93982559,9288.5805812,9370.88008399
1979.85256472,3549.10882468,3689.37180427
2479.60079299,7503.08037687,3167.24918067
6874.75219231,8416.43659272,7353.50464142
6035.45666433,3483.17155343,8253.54724173
2230.00940595,6636.81758565,5782.87354629
8074.41874634,2047.28913621,646.869136403
3493.19055755,8445.92169032,2424.05974184
5364.82828957,3139.15134358,5218.64270782
7685.24959224,7702.94476017,5933.44880338
1784.55643124,8810.59485546,2456.60479108
8468.86422946,1487.54366221,9590.8334406
7931.31292212,7728.23311527,3008.85280366
3545.32245011,8987.35012138,9544.13485366
2312.04313466,5694.07547529,5702.73454844
4591.01981374,7891.49367573,8816.57255951
2774.49901086,6847.78053101,5842.48930752
7398.64477496,1065.30276126,6937.93323782
7035.50883404,464.494493487,570.311334121
4391.00134412,6650.83634398,4912.38667199
7020.25344012,7361.45758383,3203.7955303
6723.45552003,1665.09644368,6287.32782746
9767.27694765,8340.87739893,5298.41399894
2630.52948011,511.197208413,7348.80449913
3720.66096045,1958.0566609,5182.82770049
4211.86628538,383.560357156,7275.18857345
9185.13003241,4006.53583218,6037.18674693
9904.25519433,3784.48412437,9052.42516207
7011.47286309,9090.77318679,5837.41821638
7977.49187426,7657.56964948,2879.13906665
2005.9719485,6891.90158017,8701.75023642
1790.3568119,7759.04585119,857.940856866
7290.2866079,8099.65591202,6759.84451289
1605.86966069,1558.29987995,7109.13928749
2518.24813038,5790.8677506,1810.16247927
8915.90396656,3895.42613303,1564.76789882
7134.93185567,1595.91849876,5413.9831351
3288.41227216,2796.12849237,9531.20876458
2986.61863502,2055.26148954,325.856136833
7317.95628953,493.57947892,492.679855456
3015.0826966,1179.05392872,5252.15321848
9363.81724612,2370.05522546,1553.11053152
2933.65497983,4153.70283324,838.666164164
397.871296499,6156.42745665,8424.55895747
5020.42968735,4778.54767509,6472.18288542
2219.48424018,8074.97907229,6697.8094111
2098.66694073,6004.60892438,8021.74908088
5437.29993784,6158.76239679,930.906800787
5304.47302464,3276.58186208,1322.02575133
8532.51407242,5916.59936119,7638.19460293
3052.17807634,1085.35354548,648.238184314
8040.5525114,6073.43664295,4159.44385339
745.900440254,7428.22538019,2588.77629663
2066.30262229,8092.29411773,4768.69801772
7460.3990467,4012.25533499,6050.20103692
2805.05876804,9015.08172241,4493.92103764
4364.65938093,9842.62583222,1498.91892185
6538.66877075,764.356971107,2085.15629851
2630.17205908,3675.51309688,6359.19467102
4846.31247781,2096.8742113,4017.96173786
1780.12385763,8811.3515496,5825.01324783
575.656840542,2862.82580157,6770.96732155
4898.77923175,5083.2753431,4173.72144443
1063.34924065,7519.99872172,1416.41402481
164.272209315,3228.05329701,5211.75919489
9258.99179264,2121.05815277,6356.31676916
6443.9276437,3876.98631122,9000.2505458
7080.76226963,1306.36880666,8651.43837707
5433.32122533,7840.49607986,8080.43438314
2022.33592598,3042.12866457,290.468562361
6917.84210069,2756.78147904,9453.29990156
5882.03433431,1478.21674039,773.682882683
4845.14133767,7748.58599698,7102.91556805
125.565613653,4255.55521791,7419.92257147
2938.93766354,7905.72687893,9538.99519459
5855.42716331,5878.9445181,820.606430713
2931.26350356,9250.88579473,7578.55833419
2250.15397649,2616.62380415,3172.64709136
2441.57491736,8446.14325315,135.26527855
9265.74331751,5482.48659386,1885.16076607
991.195682124,3768.74728903,4618.40757903
7123.7612285,6964.53428495,9359.1258359
9988.5866247,3240.21064122,984.515394263
345.762470049,9333.38248182,148.787669124
9795.36642134,1399.87354694,9766.0886396
7686.04751556,6187.76931724,8510.60698624
5543.90173243,85.4125394659,5273.55900597
7154.62450611,7461.30615896,5304.53426259
3296.71380361,5030.0013983,5491.00725966
199.876180006,6528.46060873,7357.29903809
1409.29274043,3425.79584313,701.098688002
6968.50089472,384.434827304,7394.99028922
7545.15500611,8195.51623504,2908.42348497
6678.4566967,9596.13411396,835.154903857
4762.25176865,3550.92879636,6314.99157033
8871.29399146,8469.6506758,148.248919195
6826.83018616,1253.284434,776.243335691
2281.13184782,6815.96821798,9528.2477086
4948.6495807,4512.89432197,6345.30574738
