98464.9102245,65331.330066,65808.3171412
28695.5483762,7792.33439254,50380.3443722
41307.8319126,34203.4156588,98066.4687365
13693.663832,49983.2674526,16887.9658305
28717.2570862,56790.9976369,96391.9845875
94752.3660436,90915.0273039,91170.5087909
44269.7210911,17523.7288135,96366.2346882
84702.907733,38408.8945297,60045.1730487
85358.8091971,61406.3663118,4492.18988956
48104.0724563,33838.2470203,96193.5439112
59747.3789489,15152.9793465,30822.7021786
47317.4624607,82638.042209,92683.2985037
12140.2298562,19733.1640474,6185.24011747
86742.0280623,79007.3481654,51892.0160769
43536.0448407,95052.7303286,41422.3364738
61224.1103293,83532.4992909,65799.6440095
40676.6999474,89067.9686612,82501.5287867
62092.0894329,4925.56881803,24471.1573763
97095.9900273,11600.1837661,55532.6977097
20113.7847222,32303.8147448,80273.8030757
29166.6977998,85256.984575,7240.3451114
93680.2882978,90890.422852,75286.7311944
84020.9355021,13300.1142545,2832.68708847
21837.022485,42352.2298633,86507.683061
60572.1532197,24035.1898432,81428.9212578
4067.1916211,74420.4388754,98707.9165334
60202.7801144,86001.5881601,41607.0008152
82885.5158503,95533.468081,56668.8728699
50527.7394619,27000.5787697,19344.3278802
25090.3750794,1148.22332982,96583.3376823
40818.5857697,11728.3837533,3994.33453066
27686.9930997,98111.9911328,64218.0245586
31700.5203432,4651.56420741,83160.7481338
47035.3151111,88237.8958403,42046.5919248
10351.2846908,30528.7014544,29025.063539
44773.1371969,44174.6759464,41510.539496
32575.3355599,19823.4136249,10371.4975479
77389.1677756,94722.8349452,92061.9768895
20403.6087849,84781.7391483,68491.7572413
11532.1256665,86586.2791011,50679.7741313
46352.9994727,2635.66950448,17875.3575789
69051.6846081,97169.7528554,28497.3752601
76360.0102178,11775.0391929,49654.1550481
15594.4706568,15587.0255219,80036.7900421
50371.1888218,42686.6169714,44659.3735552
97497.1772154,22639.9669286,4318.88519035
12543.2988486,5224.58983444,36516.9284979
67539.8858828,6910.50227645,24090.8944643
78402.8002069,76713.3625474,70716.3211159
87275.7448501,24883.617616,4987.24584565
58094.558316,30439.6824619,90312.2276742
1298.95538347,4135.80393118,52457.9294835
16720.9734367,6798.58398969,53827.8262103
84169.5527848,64614.3480288,99734.8965173
38412.6521656,69044.5118686,58798.009717
77967.8184477,56887.6282094,49743.1811522
84877.5917863,48577.6960149,51196.9951062
51489.9614214,90183.4880531,81228.8489555
22041.660323,61257.6138556,75468.4896926
83783.7761001,1376.52299408,20770.7541791
83480.8994919,50361.947417,35788.112827
85902.5724886,72195.7231882,34557.0617225
72189.0567236,5639.71156118,93960.9245259
86023.5101472,60620.8307096,59749.0372479
17447.525163,1714.06715677,47928.3285155
42617.4733685,36602.8867832,69320.0353293
14099.2108277,8175.89015906,9434.29665637
58882.9052078,12856.6464728,9496.06351505
58415.6776473,4109.49905051,50716.0775814
91451.0070082,42774.1858191,13809.7432643
67723.6354641,75993.8088808,29844.357921
854.699097659,20083.0470361,94523.1062077
29027.0135281,38849.2756306,84985.1984067
8277.17412227,72277.1700984,41742.9913131
62796.0980336,76833.5678279,64221.6095599
68484.4333635,91940.6367474,3727.34688763
55373.0143242,78073.8750741,95879.6267367
21322.9001438,27904.6739386,91270.2760779
93274.5968639,73289.9735301,81987.3011701
16742.8481578,46551.0140591,26857.9818373
66088.082387,95939.7155947,19178.9240435
98687.6176848,12946.3193294,97091.4934709
50880.5845254,85023.9860596,86387.2466305
85212.4102782,17746.664241,67079.9799155
41902.8634976,57819.3392921,27038.9654197
78500.7435205,75766.9196144,72813.3857049
76588.4280264,29528.7915582,46183.6919638
93986.4999805,10814.2684678,2756.02540869
33650.5678395,83361.0852945,83280.575449
43596.004568,11524.3826722,48279.7608882
98167.6621438,73407.5761502,41865.8470895
59210.2966066,95983.0833649,94898.5229917
64265.708639,54967.1019692,54403.1887048
97788.743945,74502.0011101,31807.4418586
30875.5170118,50906.7300521,71377.1786655
65631.8048086,81609.4626232,34597.4351404
27482.8263786,1072.21427339,10574.1484989
72045.2320682,96726.3995493,42684.5465362
88187.409874,36631.3423262,58054.5938284
99218.7843184,44197.369305,41549.1231295
91846.2092463,29345.9018058,14998.9332761
8474.45637895,21478.9432504,59020.4352532
484.389825786,48713.4480535,18479.793312
71388.8044798,35109.2132545,66217.7592708
9135.44893623,83767.1347602,41470.4193832
83104.8740748,69177.1303957,48230.2363347
82813.2141519,59210.9001522,18413.8365028
22003.1605463,80624.7630804,79237.3918188
13569.7747307,24066.0865419,86265.0261461
29218.7784952,13756.4022498,13822.9753698
53917.5850731,46940.4047604,51639.6833813
82976.8805907,5154.49075554,66992.3164663
14420.1955353,83171.7826042,55298.2042964
50394.4451166,72785.9613733,75181.294027
96864.56248,76370.6242557,39832.2617695
98204.1648243,2201.41126381,43008.3090595
10268.2808925,60311.2283331,87366.9272076
66856.1759388,30447.4854199,56721.0294854
46977.6331346,36138.4518188,77719.7508767
86903.9876978,97584.5900434,47786.8047909
30623.7130836,72879.5970637,84099.4784994
26962.8033854,15423.3807647,79238.6139059
57071.21667,91229.3195413,38080.8423632
90653.6891569,3229.69620385,56105.381606
61438.0474414,33454.5849671,4036.28888176
20604.9313186,54290.4820186,30208.6414227
12029.5301821,28596.4243905,49067.107333
